"","id","data_format","cases","access","file_name","submitter_id","data_category","type","file_size","created_datetime","md5sum","updated_datetime","file_id","data_type","state","experimental_strategy","version","data_release","project","analysis_id","analysis_state","analysis_submitter_id","analysis_workflow_link","analysis_workflow_type","analysis_workflow_version","sample_type","is_ffpe","cases.submitter_id","sample.submitter_id"
"11","88e4e48c-b3f2-43a1-b25b-c9cc254fd0b6","TSV","TCGA-EJ-7781-11A-01R-2118-07","open","a3320ee3-e016-49c7-bbba-395240538ff7.rna_seq.augmented_star_gene_counts.tsv","1af985af-efd9-4651-b23c-3f0b8d449fa5","Transcriptome Profiling","gene_expression",4250736,"2021-12-13T21:45:48.011921-06:00","e6bfbab08c67823aea46f3a3a90b5797","2022-01-19T15:21:20.138718-06:00","88e4e48c-b3f2-43a1-b25b-c9cc254fd0b6","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 40.0","TCGA-PRAD","393685fc-e4d5-40ff-8ee0-907f92e86e5e","released","a3320ee3-e016-49c7-bbba-395240538ff7_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Solid Tissue Normal",NA,"TCGA-EJ-7781","TCGA-EJ-7781-11A"
"12","27cc693d-f001-4842-b6bf-9d18b81b58dd","TSV","TCGA-M7-A722-01A-12R-A36G-07","open","09a8a39a-ab72-4061-9a38-0034a79a8074.rna_seq.augmented_star_gene_counts.tsv","4a7aa2f1-eb72-4082-a3c8-dea5048bad35","Transcriptome Profiling","gene_expression",4214348,"2021-12-13T21:36:08.553228-06:00","aeee5c162759c82098e6b22909110d7c","2022-01-19T15:20:42.823282-06:00","27cc693d-f001-4842-b6bf-9d18b81b58dd","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 40.0","TCGA-PRAD","2a8e9b57-1cd9-4387-81dc-71a6403551a6","released","09a8a39a-ab72-4061-9a38-0034a79a8074_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-M7-A722","TCGA-M7-A722-01A"
"13","b9613f09-0db2-4409-bb9d-9f484d7267a2","TSV","TCGA-EJ-7792-11A-01R-2118-07","open","54d010fb-a242-4e4c-bee0-ee67697da801.rna_seq.augmented_star_gene_counts.tsv","ccc5d94d-a1d3-403e-9920-b2d65de7642d","Transcriptome Profiling","gene_expression",4246557,"2021-12-13T21:40:51.977457-06:00","84e8304127f0a8d300c18f882e34c83b","2022-01-19T15:21:37.146117-06:00","b9613f09-0db2-4409-bb9d-9f484d7267a2","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 40.0","TCGA-PRAD","4ccbde05-8030-4436-9e69-b319206240d7","released","54d010fb-a242-4e4c-bee0-ee67697da801_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Solid Tissue Normal",NA,"TCGA-EJ-7792","TCGA-EJ-7792-11A"
"14","5ee99daf-4603-4eee-9311-71bf350b86ab","TSV","TCGA-HC-7748-01A-11R-2118-07","open","c5e68a3a-8343-4021-9efb-16d960f33bca.rna_seq.augmented_star_gene_counts.tsv","4c0d6859-514a-41c3-8a82-109502eaa3de","Transcriptome Profiling","gene_expression",4255896,"2021-12-13T21:47:47.809220-06:00","2f72fa7a521e8271ea3934b2788356ad","2022-01-19T15:21:04.555825-06:00","5ee99daf-4603-4eee-9311-71bf350b86ab","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 40.0","TCGA-PRAD","f6aed3db-9e5d-4c40-b9f7-ba19ecf089ff","released","c5e68a3a-8343-4021-9efb-16d960f33bca_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-HC-7748","TCGA-HC-7748-01A"
"15","8780e08f-6094-471e-8150-450e9615c425","TSV","TCGA-YL-A8SL-01B-21R-A37L-07","open","70edd3d9-af40-496f-9cde-1103ec5a479b.rna_seq.augmented_star_gene_counts.tsv","0f39fcbd-c5fb-4de1-a501-2bd1c5abee4d","Transcriptome Profiling","gene_expression",4238753,"2021-12-13T21:42:25.005417-06:00","dd97e32b9a8dc91bd84217956c42c438","2022-01-19T15:21:19.685552-06:00","8780e08f-6094-471e-8150-450e9615c425","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 40.0","TCGA-PRAD","428b9db8-7f5a-4a3b-92c2-eeca093dfdbf","released","70edd3d9-af40-496f-9cde-1103ec5a479b_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-YL-A8SL","TCGA-YL-A8SL-01B"
"16","46a9d30b-088c-4c0b-b161-07c4699272a1","TSV","TCGA-EJ-5542-01A-01R-1580-07","open","2ee0b31d-a045-4746-b815-f6c1acc387b9.rna_seq.augmented_star_gene_counts.tsv","28c062b3-fb45-4be3-9e90-e3766c589126","Transcriptome Profiling","gene_expression",4248084,"2021-12-13T21:38:15.446958-06:00","d5b3a81fcdee8ef672d21016a4e0f7ca","2022-01-19T15:20:54.017557-06:00","46a9d30b-088c-4c0b-b161-07c4699272a1","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 40.0","TCGA-PRAD","cf68b471-171f-4025-9a4b-0a02f72377f6","released","2ee0b31d-a045-4746-b815-f6c1acc387b9_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-EJ-5542","TCGA-EJ-5542-01A"
"17","3a394f4d-faf2-47de-b960-b964ea23b45a","TSV","TCGA-J9-A52C-01A-11R-A26U-07","open","67b5aad0-8e60-4802-8791-5c14b7a1305a.rna_seq.augmented_star_gene_counts.tsv","55a78831-781e-408f-b9d4-d79cfbb4753d","Transcriptome Profiling","gene_expression",4227604,"2021-12-13T21:41:53.844964-06:00","af977b9107436f202ad8064d387f4d11","2022-01-19T15:20:49.834092-06:00","3a394f4d-faf2-47de-b960-b964ea23b45a","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 40.0","TCGA-PRAD","761151d0-de1d-4b1f-88be-0d9dad094381","released","67b5aad0-8e60-4802-8791-5c14b7a1305a_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-J9-A52C","TCGA-J9-A52C-01A"
"18","8a0dfbb0-7269-4f9b-bccd-47aeef6a37c2","TSV","TCGA-KK-A6E7-01A-11R-A31N-07","open","e3bba1da-3e56-4380-955e-a3f563170acd.rna_seq.augmented_star_gene_counts.tsv","50eca068-656c-4c41-abfe-32b386dce011","Transcriptome Profiling","gene_expression",4240884,"2021-12-13T21:49:25.159735-06:00","a46596f37f1d57943b81ff44a8184e39","2022-01-19T15:21:20.282529-06:00","8a0dfbb0-7269-4f9b-bccd-47aeef6a37c2","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 40.0","TCGA-PRAD","0d1885af-110e-4017-a883-2130251bca65","released","e3bba1da-3e56-4380-955e-a3f563170acd_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-KK-A6E7","TCGA-KK-A6E7-01A"
"19","e8c5e725-654f-43a0-b6b0-4f4c8d13f8c4","TSV","TCGA-EJ-7312-01B-21R-A32O-07","open","addee8f0-f553-4d78-abb1-d3f50d52386a.rna_seq.augmented_star_gene_counts.tsv","255a6fc7-3967-45ea-ba7c-ad3f259a88b0","Transcriptome Profiling","gene_expression",4223889,"2021-12-13T21:46:21.747276-06:00","ed105b47d88dcc27f73aa9d3d1237a41","2022-01-19T15:21:52.215968-06:00","e8c5e725-654f-43a0-b6b0-4f4c8d13f8c4","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 40.0","TCGA-PRAD","522c793d-c3eb-4128-92ba-c71443fbf26b","released","addee8f0-f553-4d78-abb1-d3f50d52386a_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-EJ-7312","TCGA-EJ-7312-01B"
"20","4b02e287-434f-4833-a317-817f1f066de8","TSV","TCGA-KK-A8I9-01A-11R-A36G-07","open","0a9f83f1-86f9-4153-b8cf-07e8bcb18efb.rna_seq.augmented_star_gene_counts.tsv","6f4a218e-42fe-4be1-aa3f-8a7b1386350c","Transcriptome Profiling","gene_expression",4239722,"2021-12-13T21:36:13.163087-06:00","c33d41b8624282f2896c184e23cd9842","2022-01-19T15:20:56.137006-06:00","4b02e287-434f-4833-a317-817f1f066de8","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 40.0","TCGA-PRAD","00aaa2c0-04cc-4a0e-a770-2d541e21fdf2","released","0a9f83f1-86f9-4153-b8cf-07e8bcb18efb_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-KK-A8I9","TCGA-KK-A8I9-01A"
"21","5f225645-97c6-440c-9527-6e2214b3b97f","TSV","TCGA-EJ-8470-01A-11R-2403-07","open","ec1f502a-2879-4f36-aa4b-0535efa7d4ac.rna_seq.augmented_star_gene_counts.tsv","9604e7e6-e6df-4ca6-af3b-2edb51dea4c4","Transcriptome Profiling","gene_expression",4256415,"2021-12-13T21:49:45.045041-06:00","a70426bda7f4b4e8a8013908e43ecad7","2022-01-19T15:21:04.723785-06:00","5f225645-97c6-440c-9527-6e2214b3b97f","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 40.0","TCGA-PRAD","41866354-5929-46f8-8339-4fce81fb1e8c","released","ec1f502a-2879-4f36-aa4b-0535efa7d4ac_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-EJ-8470","TCGA-EJ-8470-01A"
"22","49b02ef4-9abe-4926-8b5a-c8ab09653aa8","TSV","TCGA-KK-A7AW-01A-11R-A32O-07","open","ff571cd5-34cd-4722-bc55-7ac5e3b4d97b.rna_seq.augmented_star_gene_counts.tsv","fa59b2b0-fb72-42d1-8853-f9289cbb87ed","Transcriptome Profiling","gene_expression",4209769,"2021-12-13T21:50:55.154371-06:00","c47418282e08325e4af7d92cf7b85e0f","2022-01-19T15:20:55.252742-06:00","49b02ef4-9abe-4926-8b5a-c8ab09653aa8","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 40.0","TCGA-PRAD","d169968c-68e3-432b-b4c4-1e4a910f3038","released","ff571cd5-34cd-4722-bc55-7ac5e3b4d97b_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-KK-A7AW","TCGA-KK-A7AW-01A"
"23","5cb083a8-6c2c-447e-8842-57823c5d5529","TSV","TCGA-EJ-7315-01A-31R-2118-07","open","15b903cc-587c-4e85-96d7-c699e525601d.rna_seq.augmented_star_gene_counts.tsv","d297c7c2-4796-430e-85eb-abff44d95c61","Transcriptome Profiling","gene_expression",4250285,"2021-12-13T21:36:47.182474-06:00","bc3330d6596a3aabd3a4a058e107934d","2022-01-19T15:21:03.666773-06:00","5cb083a8-6c2c-447e-8842-57823c5d5529","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 40.0","TCGA-PRAD","6afa527c-b33f-45e7-a76b-e250a06e7503","released","15b903cc-587c-4e85-96d7-c699e525601d_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-EJ-7315","TCGA-EJ-7315-01A"
"24","e0e3f5f9-7b6e-4a07-aa93-b074c4d01949","TSV","TCGA-ZG-A9N3-01A-11R-A41O-07","open","21d84ad5-bb58-4bb0-a959-827fc48322bb.rna_seq.augmented_star_gene_counts.tsv","2106a84b-0be5-4bbd-8360-29ef57794544","Transcriptome Profiling","gene_expression",4209769,"2021-12-13T21:37:26.312563-06:00","5860603d2befe8fb39eb0964c3b3b091","2022-01-19T15:21:50.406195-06:00","e0e3f5f9-7b6e-4a07-aa93-b074c4d01949","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 40.0","TCGA-PRAD","743e44c3-4c0d-4535-a144-a79f05254980","released","21d84ad5-bb58-4bb0-a959-827fc48322bb_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-ZG-A9N3","TCGA-ZG-A9N3-01A"
"25","074cb88b-0948-433f-b2ad-bd9387b1038b","TSV","TCGA-FC-A4JI-01A-11R-A250-07","open","14eb0098-a9cc-4530-a107-f4c5e0240dac.rna_seq.augmented_star_gene_counts.tsv","b6270244-860c-4993-93e4-2e62b79f448e","Transcriptome Profiling","gene_expression",4231281,"2021-12-13T21:36:42.541510-06:00","0980ac4aa0897540ba1e45e269beeb80","2022-01-19T15:20:32.607700-06:00","074cb88b-0948-433f-b2ad-bd9387b1038b","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 40.0","TCGA-PRAD","eee42ddf-4f2e-48e2-ab39-808173ebac25","released","14eb0098-a9cc-4530-a107-f4c5e0240dac_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-FC-A4JI","TCGA-FC-A4JI-01A"
"26","42904234-ba46-4cd1-ad10-5caeeac95f55","TSV","TCGA-J4-A67T-01A-11R-A311-07","open","5405da4d-a314-4942-ace8-695b248f1e26.rna_seq.augmented_star_gene_counts.tsv","1f5abed9-e4f4-48fa-8a1f-6e6e1d883060","Transcriptome Profiling","gene_expression",4239535,"2021-12-13T21:40:44.268161-06:00","ff28691db62340472981a7d5c2babcac","2022-01-19T15:20:52.454771-06:00","42904234-ba46-4cd1-ad10-5caeeac95f55","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 40.0","TCGA-PRAD","8addccca-26b4-44de-b366-1268bebe085b","released","5405da4d-a314-4942-ace8-695b248f1e26_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-J4-A67T","TCGA-J4-A67T-01A"
